Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,1465.199951,1553.359985,1460.930054,1539.130005,1539.130005,7983100
2019-01-03,1520.010010,1538.000000,1497.109985,1500.280029,1500.280029,6975600
2019-01-04,1530.000000,1594.000000,1518.310059,1575.390015,1575.390015,9182600
2019-01-07,1602.310059,1634.560059,1589.189941,1629.510010,1629.510010,7993200
2019-01-08,1664.689941,1676.609985,1616.609985,1656.579956,1656.579956,8881400
2019-01-09,1652.979980,1667.800049,1641.400024,1659.420044,1659.420044,6348800
2019-01-10,1641.010010,1663.250000,1621.619995,1656.219971,1656.219971,6507700
2019-01-11,1640.550049,1660.290039,1636.219971,1640.560059,1640.560059,4686200
2019-01-14,1615.000000,1648.199951,1595.150024,1617.209961,1617.209961,6005900
2019-01-15,1632.000000,1675.160034,1626.010010,1674.560059,1674.560059,5998500
2019-01-16,1684.219971,1705.000000,1675.880005,1683.780029,1683.780029,6366900
2019-01-17,1680.000000,1700.170044,1677.500000,1693.219971,1693.219971,4208900
2019-01-18,1712.000000,1716.199951,1691.540039,1696.199951,1696.199951,6020500
2019-01-22,1681.000000,1681.869995,1610.199951,1632.170044,1632.170044,6416800
2019-01-23,1656.000000,1657.430054,1612.000000,1640.020020,1640.020020,5225200
2019-01-24,1641.069946,1657.260010,1631.780029,1654.930054,1654.930054,4089900
2019-01-25,1670.500000,1683.479980,1661.609985,1670.569946,1670.569946,4945900
2019-01-28,1643.589966,1645.000000,1614.089966,1637.890015,1637.890015,4837700
2019-01-29,1631.270020,1632.380005,1590.719971,1593.880005,1593.880005,4632800
2019-01-30,1623.000000,1676.949951,1619.680054,1670.430054,1670.430054,5783800
2019-01-31,1692.849976,1736.410034,1679.079956,1718.729980,1718.729980,10910300
2019-02-01,1638.880005,1673.060059,1622.010010,1626.229980,1626.229980,11506200
2019-02-04,1623.000000,1649.630005,1613.500000,1633.310059,1633.310059,4929100
2019-02-05,1643.339966,1665.260010,1642.500000,1658.810059,1658.810059,4453100
2019-02-06,1670.750000,1672.260010,1633.339966,1640.260010,1640.260010,3939900
2019-02-07,1625.000000,1625.540039,1592.910034,1614.369995,1614.369995,4626600
2019-02-08,1586.000000,1588.589966,1566.760010,1588.219971,1588.219971,5657500
2019-02-11,1600.979980,1609.290039,1586.000000,1591.000000,1591.000000,3317300
2019-02-12,1604.000000,1639.400024,1598.880005,1638.010010,1638.010010,4858600
2019-02-13,1647.000000,1656.380005,1637.109985,1640.000000,1640.000000,3560300
2019-02-14,1624.500000,1637.900024,1606.060059,1622.650024,1622.650024,4120500
2019-02-15,1627.859985,1628.910034,1604.500000,1607.949951,1607.949951,4343900
2019-02-19,1601.000000,1634.000000,1600.560059,1627.579956,1627.579956,3681700
2019-02-20,1630.000000,1634.930054,1610.119995,1622.099976,1622.099976,3337600
2019-02-21,1619.849976,1623.560059,1600.910034,1619.439941,1619.439941,3483400
2019-02-22,1623.500000,1634.939941,1621.170044,1631.560059,1631.560059,3096200
2019-02-25,1641.449951,1654.599976,1630.390015,1633.000000,1633.000000,3184500
2019-02-26,1625.979980,1639.989990,1616.130005,1636.400024,1636.400024,2665800
2019-02-27,1628.180054,1641.810059,1615.099976,1641.089966,1641.089966,3148800
2019-02-28,1635.250000,1651.770020,1633.829956,1639.829956,1639.829956,3025900
2019-03-01,1655.130005,1674.260010,1651.000000,1671.729980,1671.729980,4974900
2019-03-04,1685.000000,1709.430054,1674.359985,1696.170044,1696.170044,6167400
2019-03-05,1702.949951,1707.800049,1689.010010,1692.430054,1692.430054,3681500
2019-03-06,1695.969971,1697.750000,1668.280029,1668.949951,1668.949951,3996000
2019-03-07,1667.369995,1669.750000,1620.510010,1625.949951,1625.949951,4957000
2019-03-08,1604.010010,1622.719971,1586.569946,1620.800049,1620.800049,4667000
2019-03-11,1626.119995,1672.290039,1626.010010,1670.619995,1670.619995,3876400
2019-03-12,1669.000000,1684.270020,1660.979980,1673.099976,1673.099976,3614500
2019-03-13,1683.000000,1700.000000,1679.349976,1690.810059,1690.810059,3552000
2019-03-14,1691.199951,1702.000000,1684.339966,1686.219971,1686.219971,2946600
2019-03-15,1703.000000,1718.800049,1693.130005,1712.359985,1712.359985,7550900
2019-03-18,1712.699951,1750.000000,1712.630005,1742.150024,1742.150024,5429100
2019-03-19,1753.510010,1784.160034,1753.510010,1761.849976,1761.849976,6364200
2019-03-20,1769.939941,1799.500000,1767.030029,1797.270020,1797.270020,6265600
2019-03-21,1796.260010,1823.750000,1787.280029,1819.260010,1819.260010,5767800
2019-03-22,1810.170044,1818.979980,1763.109985,1764.770020,1764.770020,6363000
2019-03-25,1757.790039,1782.680054,1747.500000,1774.260010,1774.260010,5103800
2019-03-26,1793.000000,1805.770020,1773.359985,1783.760010,1783.760010,4865900
2019-03-27,1784.130005,1787.500000,1745.680054,1765.699951,1765.699951,4324800
2019-03-28,1770.000000,1777.930054,1753.469971,1773.420044,1773.420044,3043000
2019-03-29,1786.579956,1792.859985,1776.630005,1780.750000,1780.750000,3320800
2019-04-01,1800.109985,1815.670044,1798.729980,1814.189941,1814.189941,4238800
2019-04-02,1811.020020,1820.000000,1805.119995,1813.979980,1813.979980,3448100
2019-04-03,1826.719971,1830.000000,1809.619995,1820.699951,1820.699951,3980600
2019-04-04,1820.650024,1828.750000,1804.199951,1818.859985,1818.859985,3623900
2019-04-05,1829.000000,1838.579956,1825.189941,1837.280029,1837.280029,3640500
2019-04-08,1833.229980,1850.199951,1825.109985,1849.859985,1849.859985,3752800
2019-04-09,1845.489990,1853.089966,1831.780029,1835.839966,1835.839966,3714400
2019-04-10,1841.000000,1848.000000,1828.810059,1847.329956,1847.329956,2964000
2019-04-11,1848.699951,1849.949951,1840.310059,1844.069946,1844.069946,2654800
2019-04-12,1848.400024,1851.500000,1841.300049,1843.060059,1843.060059,3114400
2019-04-15,1842.000000,1846.849976,1818.900024,1844.869995,1844.869995,3724400
2019-04-16,1851.349976,1869.770020,1848.000000,1863.040039,1863.040039,3044600
2019-04-17,1872.989990,1876.469971,1860.439941,1864.819946,1864.819946,2893500
2019-04-18,1868.790039,1870.819946,1859.479980,1861.689941,1861.689941,2749900
2019-04-22,1855.400024,1888.420044,1845.640015,1887.310059,1887.310059,3373800
2019-04-23,1891.199951,1929.260010,1889.579956,1923.770020,1923.770020,4640400
2019-04-24,1925.000000,1929.689941,1898.160034,1901.750000,1901.750000,3675800
2019-04-25,1917.000000,1922.449951,1900.310059,1902.250000,1902.250000,6099100
2019-04-26,1929.000000,1951.000000,1898.000000,1950.630005,1950.630005,8432600
2019-04-29,1949.000000,1956.339966,1934.089966,1938.430054,1938.430054,4021300
2019-04-30,1930.099976,1935.709961,1906.949951,1926.520020,1926.520020,3506000
2019-05-01,1933.089966,1943.640015,1910.550049,1911.520020,1911.520020,3117000
2019-05-02,1913.329956,1921.550049,1881.869995,1900.819946,1900.819946,3962900
2019-05-03,1949.000000,1964.400024,1936.000000,1962.459961,1962.459961,6381600
2019-05-06,1917.979980,1959.000000,1910.500000,1950.550049,1950.550049,5417800
2019-05-07,1939.989990,1949.099976,1903.380005,1921.000000,1921.000000,5902100
2019-05-08,1918.869995,1935.369995,1910.000000,1917.770020,1917.770020,4078600
2019-05-09,1900.000000,1909.400024,1876.000000,1899.869995,1899.869995,5308300
2019-05-10,1898.000000,1903.790039,1856.000000,1889.979980,1889.979980,5718000
2019-05-13,1836.560059,1846.540039,1818.000000,1822.680054,1822.680054,5783400
2019-05-14,1839.500000,1852.439941,1815.750000,1840.119995,1840.119995,4629100
2019-05-15,1827.949951,1874.430054,1823.000000,1871.150024,1871.150024,4692600
2019-05-16,1885.939941,1917.510010,1882.290039,1907.569946,1907.569946,4707800
2019-05-17,1893.050049,1910.530029,1867.329956,1869.000000,1869.000000,4736600
2019-05-20,1852.689941,1867.780029,1835.540039,1858.969971,1858.969971,3798200
2019-05-21,1874.790039,1879.000000,1846.000000,1857.520020,1857.520020,4005100
2019-05-22,1851.780029,1871.489990,1851.000000,1859.680054,1859.680054,2936600
2019-05-23,1836.589966,1844.000000,1804.199951,1815.479980,1815.479980,4424300
2019-05-24,1835.890015,1841.760010,1817.849976,1823.280029,1823.280029,3369700
2019-05-28,1832.750000,1849.270020,1827.349976,1836.430054,1836.430054,3200000
2019-05-29,1823.119995,1830.000000,1807.530029,1819.189941,1819.189941,4279000
2019-05-30,1825.489990,1829.469971,1807.829956,1816.319946,1816.319946,3146900
2019-05-31,1790.010010,1795.589966,1772.699951,1775.069946,1775.069946,4618800
2019-06-03,1760.010010,1766.290039,1672.000000,1692.689941,1692.689941,9098700
2019-06-04,1699.239990,1730.819946,1680.890015,1729.560059,1729.560059,5679100
2019-06-05,1749.599976,1752.000000,1715.250000,1738.500000,1738.500000,4239800
2019-06-06,1737.709961,1760.000000,1726.130005,1754.359985,1754.359985,3689300
2019-06-07,1763.699951,1806.250000,1759.489990,1804.030029,1804.030029,4808200
2019-06-10,1822.000000,1884.869995,1818.000000,1860.630005,1860.630005,5371000
2019-06-11,1883.250000,1893.699951,1858.000000,1863.699951,1863.699951,4042700
2019-06-12,1853.979980,1865.000000,1844.380005,1855.319946,1855.319946,2674500
2019-06-13,1866.719971,1883.089966,1862.219971,1870.300049,1870.300049,2795800
2019-06-14,1864.000000,1876.000000,1859.000000,1869.670044,1869.670044,2851200
2019-06-17,1876.500000,1895.689941,1875.449951,1886.030029,1886.030029,2634300
2019-06-18,1901.349976,1921.670044,1899.790039,1901.369995,1901.369995,3895700
2019-06-19,1907.839966,1919.579956,1892.469971,1908.790039,1908.790039,2895300
2019-06-20,1933.329956,1935.199951,1905.800049,1918.189941,1918.189941,3217200
2019-06-21,1916.099976,1925.949951,1907.579956,1911.300049,1911.300049,3933600
2019-06-24,1912.660034,1916.859985,1901.300049,1913.900024,1913.900024,2283000
2019-06-25,1911.839966,1916.390015,1872.420044,1878.270020,1878.270020,3012300
2019-06-26,1892.479980,1903.800049,1887.319946,1897.829956,1897.829956,2441900
2019-06-27,1902.000000,1911.239990,1898.040039,1904.280029,1904.280029,2141700
2019-06-28,1909.099976,1912.939941,1884.000000,1893.630005,1893.630005,3037400
2019-07-01,1922.979980,1929.819946,1914.660034,1922.189941,1922.189941,3203300
2019-07-02,1919.380005,1934.790039,1906.630005,1934.310059,1934.310059,2645900
2019-07-03,1935.890015,1941.589966,1930.500000,1939.000000,1939.000000,1690300
2019-07-05,1928.599976,1945.900024,1925.300049,1942.910034,1942.910034,2628400
2019-07-08,1934.119995,1956.000000,1928.250000,1952.319946,1952.319946,2883400
2019-07-09,1947.800049,1990.010010,1943.479980,1988.300049,1988.300049,4345700
2019-07-10,1996.510010,2024.939941,1995.400024,2017.410034,2017.410034,4931900
2019-07-11,2025.619995,2035.800049,1995.300049,2001.069946,2001.069946,4317800
2019-07-12,2008.270020,2017.000000,2003.869995,2011.000000,2011.000000,2509300
2019-07-15,2021.400024,2022.900024,2001.550049,2020.989990,2020.989990,2981300
2019-07-16,2010.579956,2026.319946,2001.219971,2009.900024,2009.900024,2618200
2019-07-17,2007.050049,2012.000000,1992.030029,1992.030029,1992.030029,2558800
2019-07-18,1980.010010,1987.500000,1951.550049,1977.900024,1977.900024,3504300
2019-07-19,1991.209961,1996.000000,1962.229980,1964.520020,1964.520020,3185600
2019-07-22,1971.140015,1989.000000,1958.260010,1985.630005,1985.630005,2900000
2019-07-23,1995.989990,1997.790039,1973.130005,1994.489990,1994.489990,2703500
2019-07-24,1969.300049,2001.300049,1965.869995,2000.810059,2000.810059,2631300
2019-07-25,2001.000000,2001.199951,1972.719971,1973.819946,1973.819946,4136500
2019-07-26,1942.000000,1950.900024,1924.510010,1943.050049,1943.050049,4927100
2019-07-29,1930.000000,1932.229980,1890.540039,1912.449951,1912.449951,4493200
2019-07-30,1891.119995,1909.890015,1883.479980,1898.530029,1898.530029,2910900
2019-07-31,1898.109985,1899.550049,1849.439941,1866.780029,1866.780029,4470700
2019-08-01,1871.719971,1897.920044,1844.010010,1855.319946,1855.319946,4713300
2019-08-02,1845.069946,1846.359985,1808.020020,1823.239990,1823.239990,4956200
2019-08-05,1770.219971,1788.670044,1748.780029,1765.130005,1765.130005,6058200
2019-08-06,1792.229980,1793.770020,1753.400024,1787.829956,1787.829956,5070300
2019-08-07,1773.989990,1798.930054,1757.000000,1793.400024,1793.400024,4526900
2019-08-08,1806.000000,1834.260010,1798.109985,1832.890015,1832.890015,3701200
2019-08-09,1828.949951,1831.089966,1802.219971,1807.579956,1807.579956,2879800
2019-08-12,1795.989990,1800.979980,1777.000000,1784.920044,1784.920044,2905500
2019-08-13,1783.000000,1831.739990,1780.000000,1824.339966,1824.339966,3994000
2019-08-14,1793.010010,1795.650024,1757.219971,1762.959961,1762.959961,4893600
2019-08-15,1781.989990,1788.000000,1761.959961,1776.119995,1776.119995,3759100
2019-08-16,1792.890015,1802.910034,1784.550049,1792.569946,1792.569946,3018000
2019-08-19,1818.079956,1826.000000,1812.609985,1816.119995,1816.119995,2816300
2019-08-20,1814.500000,1816.819946,1799.880005,1801.380005,1801.380005,1929500
2019-08-21,1819.390015,1829.579956,1815.000000,1823.540039,1823.540039,2031800
2019-08-22,1828.000000,1829.410034,1800.099976,1804.660034,1804.660034,2653500
2019-08-23,1793.030029,1804.900024,1745.229980,1749.619995,1749.619995,5270800
2019-08-26,1766.910034,1770.000000,1743.510010,1768.869995,1768.869995,3080000
2019-08-27,1775.729980,1779.400024,1746.680054,1761.829956,1761.829956,3019700
2019-08-28,1755.000000,1767.859985,1744.050049,1764.250000,1764.250000,2419700
2019-08-29,1783.000000,1798.550049,1777.250000,1786.400024,1786.400024,3015100
2019-08-30,1797.489990,1799.739990,1764.569946,1776.290039,1776.290039,3058700
2019-09-03,1770.000000,1800.800049,1768.000000,1789.839966,1789.839966,3543000
2019-09-04,1805.000000,1807.630005,1796.229980,1800.619995,1800.619995,2324100
2019-09-05,1821.949951,1842.000000,1815.579956,1840.719971,1840.719971,3310800
2019-09-06,1838.219971,1840.650024,1826.400024,1833.510010,1833.510010,2496900
2019-09-09,1841.000000,1850.000000,1824.609985,1831.349976,1831.349976,2999500
2019-09-10,1822.750000,1825.810059,1805.339966,1820.550049,1820.550049,2613900
2019-09-11,1812.140015,1833.420044,1809.079956,1822.989990,1822.989990,2432800
2019-09-12,1837.630005,1853.660034,1834.280029,1843.550049,1843.550049,2823500
2019-09-13,1842.010010,1846.119995,1835.170044,1839.339966,1839.339966,1971300
2019-09-16,1824.020020,1825.689941,1800.199951,1807.839966,1807.839966,3675500
2019-09-17,1807.079956,1823.989990,1804.099976,1822.550049,1822.550049,1982400
2019-09-18,1817.040039,1822.060059,1795.500000,1817.459961,1817.459961,2505600
2019-09-19,1821.020020,1832.569946,1817.900024,1821.500000,1821.500000,2031500
2019-09-20,1821.709961,1830.630005,1780.920044,1794.160034,1794.160034,5341900
2019-09-23,1777.000000,1792.699951,1767.319946,1785.300049,1785.300049,2922300
2019-09-24,1790.609985,1795.709961,1735.550049,1741.609985,1741.609985,4616000
2019-09-25,1747.359985,1773.000000,1723.000000,1768.329956,1768.329956,3493200
2019-09-26,1762.790039,1763.369995,1731.500000,1739.839966,1739.839966,3536800
2019-09-27,1748.000000,1749.119995,1713.819946,1725.449951,1725.449951,3907200
2019-09-30,1726.989990,1737.459961,1709.219971,1735.910034,1735.910034,2644700
2019-10-01,1746.000000,1755.599976,1728.410034,1735.650024,1735.650024,3084500
2019-10-02,1727.739990,1728.890015,1705.000000,1713.229980,1713.229980,3301100
2019-10-03,1713.000000,1725.000000,1685.060059,1724.420044,1724.420044,3468200
2019-10-04,1726.020020,1740.579956,1719.229980,1739.650024,1739.650024,2471900
2019-10-07,1731.630005,1747.829956,1723.699951,1732.660034,1732.660034,2154700
2019-10-08,1722.489990,1727.000000,1705.000000,1705.510010,1705.510010,2542000
2019-10-09,1719.609985,1729.949951,1714.359985,1721.989990,1721.989990,2043500
2019-10-10,1725.239990,1738.290039,1713.750000,1720.260010,1720.260010,2575200
2019-10-11,1742.920044,1745.449951,1729.859985,1731.920044,1731.920044,3255000
2019-10-14,1728.910034,1741.890015,1722.000000,1736.430054,1736.430054,1910200
2019-10-15,1742.140015,1776.449951,1740.619995,1767.380005,1767.380005,3111700
2019-10-16,1773.329956,1786.239990,1770.520020,1777.430054,1777.430054,2763400
2019-10-17,1796.489990,1798.849976,1782.020020,1787.479980,1787.479980,2647400
2019-10-18,1787.800049,1793.979980,1749.199951,1757.510010,1757.510010,3362500
2019-10-21,1769.660034,1785.880005,1765.000000,1785.660034,1785.660034,2130400
2019-10-22,1788.150024,1789.780029,1762.000000,1765.729980,1765.729980,2111700
2019-10-23,1761.300049,1770.050049,1742.000000,1762.170044,1762.170044,2138200
2019-10-24,1771.089966,1788.339966,1760.270020,1780.780029,1780.780029,4446100
2019-10-25,1697.550049,1764.209961,1695.000000,1761.329956,1761.329956,9626400
2019-10-28,1748.060059,1778.699951,1742.500000,1777.079956,1777.079956,3708900
2019-10-29,1774.810059,1777.000000,1755.810059,1762.709961,1762.709961,2276900
2019-10-30,1760.239990,1782.380005,1759.119995,1779.989990,1779.989990,2449400
2019-10-31,1775.989990,1792.000000,1771.479980,1776.660034,1776.660034,2781200
2019-11-01,1788.010010,1797.449951,1785.209961,1791.439941,1791.439941,2790400
2019-11-04,1801.010010,1815.060059,1801.010010,1804.660034,1804.660034,2771900
2019-11-05,1809.160034,1810.250000,1794.000000,1801.709961,1801.709961,1885500
2019-11-06,1801.000000,1802.500000,1788.579956,1795.770020,1795.770020,2029800
2019-11-07,1803.760010,1805.900024,1783.479980,1788.199951,1788.199951,2651100
2019-11-08,1787.890015,1789.880005,1774.040039,1785.880005,1785.880005,2123300
2019-11-11,1778.000000,1780.000000,1767.130005,1771.650024,1771.650024,1946000
2019-11-12,1774.660034,1786.219971,1771.910034,1778.000000,1778.000000,2037600
2019-11-13,1773.390015,1775.000000,1747.319946,1753.109985,1753.109985,2989500
2019-11-14,1751.430054,1766.589966,1749.560059,1754.599976,1754.599976,2264800
